attack_type,security_tools_used,industry
Malware,Antivirus,Manufacturing
Malware,Antivirus,Retail
DDoS,DDoS Mitigation,Healthcare
DDoS,CDN Scrubbing,Finance
Brute Force,MFA,Government
Ransomware,EDR,Technology
Phishing,MFA,Healthcare
Malware,EDR,Healthcare
Supply Chain Compromise,Firewall,Retail
Phishing,MFA,Education
DDoS,DDoS Mitigation,Utilities
Brute Force,Account Lockout,Energy
Malware,IDS,Finance
Cross-Site Scripting,WAF,Energy
DDoS,Firewall,Technology
Credential Stuffing,MFA,Education
Zero-Day Exploit,IDS,Technology
Credential Stuffing,MFA,Finance
Ransomware,Antivirus,Manufacturing
Brute Force,Account Lockout,Finance
Ransomware,EDR,Healthcare
Cross-Site Scripting,WAF,Technology
Ransomware,Offline Backups,Finance
Malware,EDR,Education
Brute Force,SIEM,Energy
SQL Injection,WAF,Healthcare
Brute Force,SIEM,Government
Ransomware,EDR,Finance
Credential Stuffing,MFA,Healthcare
Business Email Compromise,Email Filtering,Education
Credential Stuffing,IDS,Manufacturing
Phishing,MFA,Energy
Malware,Antivirus,Healthcare
DDoS,DDoS Mitigation,Education
Phishing,MFA,Government
Phishing,IDS,Technology
Phishing,Email Filtering,Manufacturing
Business Email Compromise,Email Filtering,Manufacturing
Credential Stuffing,MFA,Manufacturing
Zero-Day Exploit,IDS,Government
Business Email Compromise,Email Filtering,Retail
Business Email Compromise,SIEM,Healthcare
Cross-Site Scripting,WAF,Technology
Phishing,DMARC,Healthcare
Cross-Site Scripting,Content Security Policy,Retail
Phishing,MFA,Healthcare
Business Email Compromise,DMARC,Government
Ransomware,SIEM,Retail
Ransomware,EDR,Healthcare
Supply Chain Compromise,IDS,Healthcare
Ransomware,SIEM,Finance
SQL Injection,WAF,Education
Phishing,DMARC,Manufacturing
Cross-Site Scripting,SIEM,Technology
Insider Threat,SIEM,Finance
Ransomware,EDR,Healthcare
Credential Stuffing,SIEM,Healthcare
Ransomware,EDR,Technology
Phishing,Email Filtering,Manufacturing
Malware,Antivirus,Finance
Credential Stuffing,SIEM,Education
Phishing,MFA,Education
Supply Chain Compromise,IDS,Technology
Ransomware,EDR,Healthcare
Phishing,SIEM,Technology
Phishing,DMARC,Healthcare
Cross-Site Scripting,Content Security Policy,Finance
Phishing,DMARC,Manufacturing
Zero-Day Exploit,EDR,Healthcare
DDoS,DDoS Mitigation,Manufacturing
Insider Threat,Account Lockout,Healthcare
Business Email Compromise,DMARC,Retail
SQL Injection,Database Firewall,Utilities
Ransomware,Antivirus,Retail
Ransomware,Antivirus,Healthcare
DDoS,CDN Scrubbing,Technology
Phishing,Email Filtering,Retail
DDoS,DDoS Mitigation,Energy
DDoS,DDoS Mitigation,Retail
Phishing,DMARC,Manufacturing
SQL Injection,WAF,Finance
DDoS,CDN Scrubbing,Manufacturing
Ransomware,Offline Backups,Technology
Business Email Compromise,SIEM,Transportation
Zero-Day Exploit,IDS,Education
Brute Force,Account Lockout,Healthcare
Zero-Day Exploit,EDR,Government
Cross-Site Scripting,WAF,Healthcare
Supply Chain Compromise,SIEM,Manufacturing
Malware,EDR,Energy
Credential Stuffing,Account Lockout,Energy
Credential Stuffing,MFA,Healthcare
Phishing,MFA,Government
Ransomware,EDR,Manufacturing
Insider Threat,EDR,Finance
Brute Force,Account Lockout,Utilities
Credential Stuffing,Account Lockout,Government
Phishing,MFA,Finance
Cross-Site Scripting,WAF,Technology
SQL Injection,WAF,Government
Business Email Compromise,DMARC,Utilities
DDoS,DDoS Mitigation,Manufacturing
Phishing,IDS,Manufacturing
Supply Chain Compromise,EDR,Technology
Supply Chain Compromise,SIEM,Finance
Credential Stuffing,Account Lockout,Healthcare
Phishing,Email Filtering,Finance
Brute Force,MFA,Healthcare
Malware,EDR,Utilities
Phishing,Email Filtering,Healthcare
DDoS,CDN Scrubbing,Energy
Phishing,MFA,Transportation
Ransomware,Antivirus,Finance
Zero-Day Exploit,Firewall,Manufacturing
Ransomware,Antivirus,Education
Phishing,MFA,Technology
Ransomware,EDR,Finance
Business Email Compromise,Email Filtering,Manufacturing
Brute Force,MFA,Healthcare
Phishing,MFA,Finance
Phishing,Email Filtering,Retail
Phishing,Email Filtering,Transportation
Supply Chain Compromise,SIEM,Finance
Ransomware,EDR,Healthcare
Phishing,Email Filtering,Finance
Malware,Antivirus,Manufacturing
SQL Injection,Database Firewall,Manufacturing
Phishing,MFA,Technology
SQL Injection,Database Firewall,Manufacturing
DDoS,Firewall,Manufacturing
Business Email Compromise,SIEM,Manufacturing
DDoS,DDoS Mitigation,Manufacturing
SQL Injection,WAF,Energy
Malware,Antivirus,Technology
Phishing,DMARC,Education
SQL Injection,WAF,Education
Credential Stuffing,MFA,Energy
Zero-Day Exploit,EDR,Healthcare
Business Email Compromise,Email Filtering,Healthcare
SQL Injection,Database Firewall,Technology
Phishing,MFA,Technology
Brute Force,Account Lockout,Manufacturing
Phishing,Email Filtering,Healthcare
Ransomware,Antivirus,Retail
Ransomware,Offline Backups,Retail
Phishing,Email Filtering,Technology
Cross-Site Scripting,Content Security Policy,Healthcare
Phishing,Email Filtering,Finance
Ransomware,Offline Backups,Retail
Credential Stuffing,Account Lockout,Retail
Ransomware,EDR,Energy
Phishing,DMARC,Finance
SQL Injection,WAF,Technology
DDoS,CDN Scrubbing,Healthcare
Brute Force,Account Lockout,Manufacturing
Credential Stuffing,Account Lockout,Technology
Phishing,MFA,Energy
Phishing,IDS,Retail
Zero-Day Exploit,SIEM,Finance
Phishing,Email Filtering,Healthcare
Brute Force,Account Lockout,Finance
SQL Injection,WAF,Manufacturing
Phishing,Email Filtering,Healthcare
Phishing,Email Filtering,Finance
Ransomware,Antivirus,Manufacturing
SQL Injection,WAF,Healthcare
Ransomware,Antivirus,Manufacturing
DDoS,CDN Scrubbing,Manufacturing
Business Email Compromise,Email Filtering,Technology
Brute Force,MFA,Retail
Malware,SIEM,Healthcare
Cross-Site Scripting,WAF,Manufacturing
Phishing,DMARC,Technology
Supply Chain Compromise,IDS,Healthcare
Credential Stuffing,MFA,Government
DDoS,CDN Scrubbing,Energy
Phishing,MFA,Retail
Ransomware,EDR,Finance
Ransomware,EDR,Government
Malware,Antivirus,Technology
Ransomware,Offline Backups,Retail
Phishing,DMARC,Technology
Cross-Site Scripting,Content Security Policy,Technology
Ransomware,EDR,Government
Ransomware,Antivirus,Government
Credential Stuffing,MFA,Technology
Malware,EDR,Transportation
Cross-Site Scripting,SIEM,Finance
Ransomware,Offline Backups,Technology
DDoS,DDoS Mitigation,Finance
Ransomware,Antivirus,Government
Credential Stuffing,Account Lockout,Transportation
Phishing,Email Filtering,Retail
Credential Stuffing,MFA,Healthcare
Insider Threat,SIEM,Finance
Supply Chain Compromise,EDR,Healthcare
DDoS,Firewall,Retail
DDoS,CDN Scrubbing,Utilities
Malware,EDR,Energy
Brute Force,Account Lockout,Technology
Credential Stuffing,IDS,Healthcare
Phishing,Email Filtering,Technology
Ransomware,Antivirus,Healthcare
Phishing,DMARC,Utilities
Business Email Compromise,DMARC,Healthcare
Supply Chain Compromise,SIEM,Energy
DDoS,CDN Scrubbing,Technology
Ransomware,EDR,Retail
Supply Chain Compromise,SIEM,Education
Phishing,MFA,Finance
Ransomware,Offline Backups,Finance
DDoS,Firewall,Manufacturing
Malware,EDR,Manufacturing
Phishing,MFA,Finance
Ransomware,EDR,Technology
Phishing,MFA,Finance
Cross-Site Scripting,WAF,Technology
Business Email Compromise,Email Filtering,Manufacturing
Business Email Compromise,DMARC,Government
SQL Injection,WAF,Energy
SQL Injection,WAF,Transportation
Cross-Site Scripting,WAF,Healthcare
Ransomware,EDR,Healthcare
Cross-Site Scripting,WAF,Healthcare
Ransomware,EDR,Transportation
SQL Injection,SIEM,Finance
SQL Injection,Database Firewall,Education
Phishing,MFA,Education
Ransomware,EDR,Healthcare
Phishing,DMARC,Technology
Brute Force,Account Lockout,Technology
Credential Stuffing,MFA,Technology
Credential Stuffing,Account Lockout,Utilities
SQL Injection,WAF,Manufacturing
SQL Injection,WAF,Government
Ransomware,EDR,Healthcare
Phishing,MFA,Government
Malware,EDR,Healthcare
DDoS,CDN Scrubbing,Finance
Supply Chain Compromise,Offline Backups,Retail
Phishing,MFA,Technology
Business Email Compromise,Email Filtering,Transportation
Malware,Antivirus,Retail
DDoS,DDoS Mitigation,Manufacturing
Ransomware,SIEM,Technology
Ransomware,Antivirus,Healthcare
SQL Injection,WAF,Healthcare
DDoS,DDoS Mitigation,Healthcare
Credential Stuffing,Account Lockout,Manufacturing
DDoS,Firewall,Education
Zero-Day Exploit,SIEM,Utilities
Phishing,DMARC,Manufacturing
Malware,Antivirus,Government
Phishing,Email Filtering,Healthcare
Credential Stuffing,Account Lockout,Finance
Phishing,Email Filtering,Manufacturing
Malware,EDR,Healthcare
Phishing,MFA,Technology
Ransomware,Antivirus,Retail
Brute Force,Account Lockout,Technology
Business Email Compromise,Email Filtering,Energy
DDoS,DDoS Mitigation,Manufacturing
Ransomware,Antivirus,Finance
Ransomware,EDR,Manufacturing
Phishing,MFA,Manufacturing
Phishing,Email Filtering,Healthcare
Phishing,Email Filtering,Manufacturing
Phishing,MFA,Government
Credential Stuffing,MFA,Finance
Malware,Antivirus,Retail
Credential Stuffing,MFA,Manufacturing
Brute Force,Account Lockout,Healthcare
Phishing,MFA,Finance
Zero-Day Exploit,EDR,Manufacturing
Credential Stuffing,MFA,Manufacturing
SQL Injection,Database Firewall,Manufacturing
Business Email Compromise,Email Filtering,Education
Phishing,MFA,Technology
Phishing,MFA,Manufacturing
Ransomware,Antivirus,Technology
Phishing,DMARC,Education
Ransomware,Offline Backups,Manufacturing
Cross-Site Scripting,WAF,Healthcare
Brute Force,Account Lockout,Utilities
Ransomware,SIEM,Energy
Malware,EDR,Finance
Phishing,MFA,Manufacturing
Ransomware,Offline Backups,Healthcare
Phishing,MFA,Energy
SQL Injection,SIEM,Retail
DDoS,Firewall,Technology
Brute Force,MFA,Manufacturing
Ransomware,Offline Backups,Manufacturing
Supply Chain Compromise,EDR,Government
DDoS,WAF,Retail
Ransomware,EDR,Technology
DDoS,WAF,Finance
Business Email Compromise,Email Filtering,Government
Ransomware,EDR,Retail
Phishing,MFA,Healthcare
Phishing,MFA,Transportation
Cross-Site Scripting,WAF,Manufacturing
Ransomware,Antivirus,Finance
Zero-Day Exploit,IDS,Healthcare
DDoS,DDoS Mitigation,Retail
Brute Force,MFA,Finance
Brute Force,Account Lockout,Manufacturing
Ransomware,Antivirus,Finance
Phishing,DMARC,Finance
Phishing,MFA,Technology
Malware,Antivirus,Manufacturing
Phishing,MFA,Healthcare
Cross-Site Scripting,Content Security Policy,Transportation
Phishing,Email Filtering,Manufacturing
Malware,IDS,Technology
SQL Injection,SIEM,Healthcare
Zero-Day Exploit,IDS,Government
SQL Injection,WAF,Finance
Cross-Site Scripting,WAF,Retail
DDoS,CDN Scrubbing,Retail
Malware,IDS,Finance
Brute Force,Account Lockout,Transportation
DDoS,DDoS Mitigation,Retail
DDoS,Firewall,Retail
Cross-Site Scripting,Content Security Policy,Retail
Brute Force,MFA,Technology
Phishing,Email Filtering,Retail
SQL Injection,WAF,Finance
Phishing,DMARC,Education
Phishing,Email Filtering,Utilities
Ransomware,EDR,Technology
DDoS,DDoS Mitigation,Finance
SQL Injection,WAF,Healthcare
Supply Chain Compromise,Offline Backups,Energy
Cross-Site Scripting,SIEM,Retail
Credential Stuffing,SIEM,Education
Cross-Site Scripting,WAF,Finance
SQL Injection,Database Firewall,Retail
Brute Force,MFA,Manufacturing
Malware,IDS,Finance
Credential Stuffing,SIEM,Technology
Phishing,MFA,Finance
DDoS,Firewall,Healthcare
Ransomware,Antivirus,Healthcare
DDoS,CDN Scrubbing,Energy
Phishing,MFA,Finance
Phishing,Email Filtering,Healthcare
Credential Stuffing,MFA,Government
Phishing,MFA,Manufacturing
SQL Injection,Database Firewall,Healthcare
Ransomware,Antivirus,Healthcare
Phishing,Email Filtering,Manufacturing
Phishing,DMARC,Energy
DDoS,DDoS Mitigation,Retail
Ransomware,Antivirus,Retail
SQL Injection,Database Firewall,Finance
Ransomware,EDR,Technology
Malware,EDR,Retail
Business Email Compromise,SIEM,Government
SQL Injection,WAF,Finance
Credential Stuffing,MFA,Technology
Brute Force,MFA,Healthcare
Credential Stuffing,MFA,Manufacturing
Malware,IDS,Manufacturing
Cross-Site Scripting,WAF,Retail
Business Email Compromise,Email Filtering,Healthcare
Malware,Antivirus,Retail
Phishing,SIEM,Finance
Phishing,Email Filtering,Technology
Malware,Antivirus,Retail
Ransomware,Offline Backups,Manufacturing
Ransomware,Antivirus,Utilities
Ransomware,EDR,Healthcare
Phishing,MFA,Government
Phishing,DMARC,Healthcare
Ransomware,SIEM,Technology
Phishing,MFA,Finance
Malware,Antivirus,Healthcare
Credential Stuffing,MFA,Healthcare
Zero-Day Exploit,Firewall,Technology
Zero-Day Exploit,IDS,Energy
Credential Stuffing,Account Lockout,Finance
Malware,Antivirus,Manufacturing
Phishing,Email Filtering,Healthcare
Credential Stuffing,MFA,Utilities
Phishing,MFA,Manufacturing
Phishing,MFA,Retail
Phishing,MFA,Healthcare
Phishing,MFA,Technology
Brute Force,Account Lockout,Technology
Business Email Compromise,SIEM,Utilities
Brute Force,Account Lockout,Finance
Malware,Antivirus,Healthcare
Phishing,Email Filtering,Finance
Phishing,DMARC,Manufacturing
Malware,EDR,Education
Phishing,DMARC,Healthcare
Phishing,MFA,Education
Phishing,Email Filtering,Energy
Malware,EDR,Manufacturing
Brute Force,Account Lockout,Transportation
Business Email Compromise,Email Filtering,Utilities
Cross-Site Scripting,Content Security Policy,Energy
Ransomware,Antivirus,Technology
Malware,Antivirus,Retail
DDoS,DDoS Mitigation,Manufacturing
Cross-Site Scripting,Content Security Policy,Education
Zero-Day Exploit,SIEM,Healthcare
DDoS,CDN Scrubbing,Retail
Phishing,SIEM,Energy
Ransomware,EDR,Transportation
Phishing,Email Filtering,Energy
Zero-Day Exploit,SIEM,Energy
SQL Injection,WAF,Retail
Cross-Site Scripting,Content Security Policy,Finance
Brute Force,Account Lockout,Manufacturing
Ransomware,EDR,Utilities
Ransomware,EDR,Technology
Ransomware,EDR,Government
Credential Stuffing,SIEM,Technology
Zero-Day Exploit,IDS,Technology
Malware,Antivirus,Technology
DDoS,DDoS Mitigation,Utilities
Cross-Site Scripting,Content Security Policy,Healthcare
Malware,Antivirus,Finance
Ransomware,EDR,Manufacturing
Ransomware,Antivirus,Finance
Phishing,DMARC,Finance
Cross-Site Scripting,Content Security Policy,Manufacturing
Zero-Day Exploit,IDS,Retail
Phishing,MFA,Energy
Malware,EDR,Energy
Ransomware,EDR,Government
Brute Force,Account Lockout,Manufacturing
Malware,Antivirus,Retail
SQL Injection,WAF,Retail
Brute Force,SIEM,Government
Ransomware,SIEM,Retail
Ransomware,Antivirus,Retail
DDoS,CDN Scrubbing,Government
Credential Stuffing,SIEM,Energy
DDoS,CDN Scrubbing,Finance
DDoS,DDoS Mitigation,Manufacturing
Insider Threat,SIEM,Energy
Ransomware,EDR,Retail
DDoS,Firewall,Retail
Malware,Antivirus,Healthcare
Ransomware,Offline Backups,Manufacturing
SQL Injection,WAF,Government
SQL Injection,Database Firewall,Manufacturing
Credential Stuffing,MFA,Technology
Zero-Day Exploit,SIEM,Finance
Malware,EDR,Manufacturing
Malware,SIEM,Finance
SQL Injection,Database Firewall,Manufacturing
Brute Force,MFA,Healthcare
Malware,Antivirus,Utilities
Ransomware,Antivirus,Finance
Brute Force,Account Lockout,Transportation
Phishing,Email Filtering,Finance
Credential Stuffing,MFA,Energy
Phishing,Email Filtering,Manufacturing
DDoS,DDoS Mitigation,Healthcare
Malware,Antivirus,Healthcare
Phishing,MFA,Manufacturing
Ransomware,Antivirus,Transportation
DDoS,DDoS Mitigation,Finance
Ransomware,SIEM,Finance
SQL Injection,WAF,Finance
Brute Force,Account Lockout,Healthcare
Credential Stuffing,Account Lockout,Education
Credential Stuffing,MFA,Retail
Ransomware,Offline Backups,Manufacturing
SQL Injection,Database Firewall,Technology
Ransomware,Antivirus,Manufacturing
Ransomware,EDR,Retail
Malware,Antivirus,Finance
Credential Stuffing,MFA,Education
Phishing,Email Filtering,Transportation
Ransomware,EDR,Manufacturing
Phishing,Email Filtering,Manufacturing
Ransomware,Offline Backups,Education
Ransomware,Offline Backups,Finance
Business Email Compromise,Email Filtering,Technology
Zero-Day Exploit,SIEM,Finance
Phishing,Email Filtering,Technology
Ransomware,EDR,Finance
Ransomware,Antivirus,Transportation
Credential Stuffing,MFA,Finance
Credential Stuffing,MFA,Healthcare
Zero-Day Exploit,EDR,Healthcare
DDoS,DDoS Mitigation,Transportation
Brute Force,MFA,Finance
Ransomware,EDR,Finance
Credential Stuffing,Account Lockout,Manufacturing
SQL Injection,WAF,Education
Credential Stuffing,MFA,Technology
Ransomware,Antivirus,Utilities
Business Email Compromise,DMARC,Manufacturing
Brute Force,Account Lockout,Healthcare
Phishing,Email Filtering,Healthcare
Ransomware,Antivirus,Technology
Ransomware,EDR,Utilities
DDoS,CDN Scrubbing,Technology
Phishing,Email Filtering,Energy
Ransomware,Antivirus,Government
Phishing,Email Filtering,Healthcare
DDoS,CDN Scrubbing,Finance
Cross-Site Scripting,Content Security Policy,Energy
DDoS,CDN Scrubbing,Finance
Malware,Antivirus,Healthcare
Ransomware,Offline Backups,Energy
Malware,Antivirus,Finance
Malware,Antivirus,Utilities
DDoS,DDoS Mitigation,Retail
Credential Stuffing,MFA,Technology
Ransomware,Antivirus,Technology
Malware,Antivirus,Education
Cross-Site Scripting,SIEM,Utilities
Insider Threat,IDS,Technology
Ransomware,Antivirus,Manufacturing
DDoS,DDoS Mitigation,Manufacturing
Credential Stuffing,MFA,Healthcare
DDoS,CDN Scrubbing,Healthcare
Phishing,DMARC,Technology
Credential Stuffing,SIEM,Manufacturing
Ransomware,Antivirus,Finance
Credential Stuffing,MFA,Transportation
Phishing,Email Filtering,Healthcare
SQL Injection,Database Firewall,Retail
Malware,Antivirus,Manufacturing
Business Email Compromise,MFA,Retail
Phishing,Email Filtering,Transportation
Phishing,Email Filtering,Healthcare
Malware,Antivirus,Energy
Ransomware,Antivirus,Manufacturing
Insider Threat,SIEM,Technology
Malware,Antivirus,Manufacturing
Phishing,Email Filtering,Technology
Ransomware,SIEM,Healthcare
Phishing,DMARC,Retail
Phishing,MFA,Healthcare
Credential Stuffing,Account Lockout,Energy
Cross-Site Scripting,WAF,Healthcare
Malware,SIEM,Healthcare
DDoS,Firewall,Finance
Ransomware,Offline Backups,Retail
SQL Injection,Database Firewall,Education
Cross-Site Scripting,WAF,Energy
Ransomware,Offline Backups,Finance
Phishing,Email Filtering,Utilities
Business Email Compromise,MFA,Healthcare
Malware,Antivirus,Utilities
Ransomware,Offline Backups,Technology
Malware,Antivirus,Healthcare
SQL Injection,WAF,Technology
Cross-Site Scripting,WAF,Finance
Phishing,Email Filtering,Technology
Business Email Compromise,Email Filtering,Manufacturing
Cross-Site Scripting,Content Security Policy,Technology
Brute Force,Account Lockout,Finance
DDoS,DDoS Mitigation,Retail
DDoS,CDN Scrubbing,Transportation
Phishing,SIEM,Transportation
SQL Injection,WAF,Finance
Ransomware,EDR,Finance
